UpdateCycle,EpisodeAtUpdate,TotalLoss,ActorLoss,CriticLoss,Entropy
1,23,0.3544,-0.0954,0.9271,1.3830
2,43,0.4283,0.0046,0.8750,1.3760
3,63,0.4112,0.0476,0.7544,1.3603
4,84,0.2412,-0.0436,0.5964,1.3446
5,102,0.2609,-0.0565,0.6611,1.3144
6,119,0.1605,-0.0431,0.4332,1.3025
7,136,0.2869,0.0436,0.5125,1.2998
8,152,0.3360,-0.0411,0.7800,1.2861
9,167,0.3563,0.0251,0.6879,1.2729
10,183,0.2314,-0.0176,0.5237,1.2806
11,200,0.2513,-0.0117,0.5508,1.2425
12,214,0.3171,0.0719,0.5143,1.1990
13,223,0.2284,-0.2139,0.9087,1.2034
14,236,0.2486,0.0240,0.4708,1.0831
15,242,0.2625,-0.0902,0.7292,1.1929
16,253,0.3053,0.0743,0.4846,1.1278
17,261,0.3161,-0.0339,0.7227,1.1328
18,266,0.2801,-0.0483,0.6809,1.2120
19,273,0.4103,0.0420,0.7615,1.2361
20,279,0.3639,-0.0699,0.8922,1.2183
21,284,0.3219,-0.0475,0.7635,1.2318
22,293,0.3926,0.0498,0.7091,1.1676
23,305,0.2418,0.0017,0.5015,1.0645
24,312,0.1560,-0.0846,0.5023,1.0583
25,318,0.3167,0.0501,0.5550,1.0928
26,323,0.3104,-0.0436,0.7293,1.0754
27,328,0.3338,0.0045,0.6805,1.0945
28,331,0.4766,0.0509,0.8737,1.1159
29,336,0.1914,-0.1081,0.6196,1.0328
30,339,0.5383,0.0216,1.0511,0.8869
31,345,0.2539,0.0380,0.4517,0.9999
32,347,0.3461,-0.1141,0.9393,0.9423
33,353,0.2843,0.0510,0.4866,0.9961
34,356,0.2394,-0.0495,0.5963,0.9275
35,359,0.2507,-0.0975,0.7173,1.0430
36,363,0.3296,0.0571,0.5661,1.0604
37,370,0.4044,0.0405,0.7466,0.9428
38,374,0.2814,-0.0572,0.6986,1.0617
39,377,0.3511,0.0563,0.6101,1.0228
40,380,0.3379,-0.0786,0.8528,0.9960
41,382,0.5497,0.0885,0.9423,0.9963
42,385,0.3249,-0.1652,0.9972,0.8499
43,387,0.5961,0.1652,0.8822,1.0225
44,390,0.4113,-0.0805,1.0037,1.0004
45,392,0.5748,0.0500,1.0720,1.1190
46,394,0.4488,0.0371,0.8447,1.0642
47,396,0.3992,-0.0834,0.9828,0.8868
48,398,0.4438,0.0370,0.8331,0.9684
49,400,0.5222,0.0426,0.9774,0.9113
50,402,0.3565,-0.0480,0.8298,1.0413
51,405,0.5107,0.0448,0.9504,0.9337
52,407,0.5573,0.1424,0.8502,1.0211
53,409,0.3489,-0.0960,0.9098,0.9983
54,411,0.3997,-0.0186,0.8579,1.0700
55,413,0.4298,0.0170,0.8458,1.0108
56,415,0.4963,0.0649,0.8839,1.0638
57,417,0.3470,-0.0354,0.7848,0.9962
58,419,0.4211,0.0319,0.7993,1.0446
59,421,0.3773,-0.0243,0.8246,1.0685
60,423,0.3931,-0.0044,0.8148,0.9848
61,425,0.3778,-0.0088,0.7945,1.0656
62,427,0.3742,0.0068,0.7561,1.0632
63,429,0.3770,-0.0175,0.8081,0.9614
64,431,0.3616,0.0127,0.7189,1.0460
65,433,0.3957,-0.0084,0.8296,1.0646
66,435,0.4016,0.0430,0.7386,1.0656
67,437,0.2971,-0.0002,0.6153,1.0351
68,439,0.3112,-0.0444,0.7328,1.0740
69,441,0.3421,0.0124,0.6794,1.0052
70,443,0.3343,-0.0235,0.7365,1.0486
71,445,0.3865,-0.0081,0.8112,1.1030
72,447,0.3218,-0.0057,0.6765,1.0698
73,449,0.4393,0.0229,0.8535,1.0363
74,452,0.3600,-0.0196,0.7807,1.0796
75,455,0.3873,-0.0049,0.8040,0.9823
76,457,0.3978,0.0418,0.7306,0.9273
77,459,0.2042,-0.1413,0.7117,1.0431
78,461,0.6398,0.1731,0.9528,0.9679
79,463,0.3442,-0.0527,0.8142,1.0221
80,465,0.3286,0.0500,0.5761,0.9517
81,467,0.2188,-0.0794,0.6177,1.0574
82,469,0.3779,0.0336,0.7080,0.9683
83,471,0.3950,-0.0094,0.8298,1.0522
84,473,0.2065,-0.0383,0.5104,1.0374
85,475,0.3200,0.0159,0.6282,1.0023
86,477,0.3371,-0.0520,0.7997,1.0765
87,479,0.3064,-0.0028,0.6396,1.0615
88,481,0.2167,0.0139,0.4265,1.0472
89,483,0.2210,0.0170,0.4282,1.0142
90,485,0.3033,-0.0311,0.6883,0.9747
91,487,0.2720,0.0032,0.5577,0.9980
92,489,0.3235,0.0269,0.6129,0.9832
93,491,0.2644,-0.0035,0.5550,0.9592
94,493,0.3077,-0.0210,0.6779,1.0244
95,495,0.2062,-0.0003,0.4342,1.0520
96,497,0.2993,0.0090,0.6012,1.0304
97,499,0.2761,-0.0087,0.5906,1.0460
98,501,0.2432,-0.0015,0.5101,1.0350
99,503,0.2322,0.0206,0.4433,1.0018
100,505,0.1804,-0.0006,0.3830,1.0483
101,507,0.2689,-0.0028,0.5632,1.0001
102,509,0.2948,-0.1251,0.8590,0.9567
103,511,0.4079,0.1107,0.6154,1.0555
104,513,0.2357,0.0111,0.4680,0.9380
105,515,0.1951,-0.0328,0.4762,1.0153
106,517,0.2515,0.0232,0.4764,0.9919
107,519,0.2177,-0.0276,0.5110,1.0227
108,521,0.1906,-0.0005,0.4017,0.9743
109,523,0.2495,0.0139,0.4915,1.0174
110,525,0.3225,-0.0355,0.7359,0.9968
111,528,0.6788,0.1363,1.1050,0.9986
112,530,0.1484,-0.0103,0.3367,0.9662
113,532,0.2552,0.0195,0.4912,0.9911
114,534,0.2011,-0.0117,0.4456,0.9988
115,536,0.2609,-0.0007,0.5440,1.0318
116,538,0.1120,-0.0329,0.3091,0.9658
117,540,0.2699,0.0149,0.5301,1.0090
118,542,0.2233,-0.0021,0.4701,0.9689
119,544,0.2689,-0.0188,0.5942,0.9372
120,546,0.3202,-0.0116,0.6842,1.0309
121,548,0.2290,0.0290,0.4197,0.9915
122,550,0.1382,-0.0245,0.3445,0.9560
123,552,0.2518,0.0525,0.4191,1.0182
124,554,0.2019,0.0052,0.4116,0.9138
125,556,0.1704,-0.0274,0.4162,1.0287
126,558,0.1598,-0.0059,0.3510,0.9820
