UpdateCycle,EpisodeAtUpdate,TotalLoss,ActorLoss,CriticLoss,Entropy
1,23,0.4250,-0.0347,0.9331,1.3769
2,44,0.4827,0.0229,0.9333,1.3701
3,67,0.4717,0.0199,0.9174,1.3755
4,90,0.2473,-0.0980,0.7043,1.3571
5,109,0.3377,-0.0201,0.7287,1.3216
6,127,0.4351,0.0344,0.8147,1.3263
7,147,0.2917,-0.0211,0.6389,1.3130
8,165,0.5196,0.0536,0.9447,1.2636
9,182,0.3895,-0.0081,0.8078,1.2510
10,202,0.2945,-0.0492,0.6999,1.2400
11,219,0.2291,0.0339,0.4026,1.2212
12,234,0.1603,-0.0358,0.4045,1.2348
13,249,0.5307,0.1598,0.7536,1.1833
14,266,0.1285,-0.0689,0.4067,1.1805
15,272,0.2397,-0.3831,1.2578,1.2298
16,284,0.5390,0.1611,0.7674,1.1524
17,292,0.2032,-0.1375,0.6930,1.1672
18,298,0.2878,-0.0730,0.7337,1.2063
19,310,0.4317,0.1604,0.5534,1.0717
20,316,0.0633,-0.3827,0.9035,1.1590
21,323,0.3274,-0.0318,0.7300,1.1454
22,326,0.3422,-0.0488,0.7938,1.1696
23,333,0.3709,0.0775,0.5980,1.1350
24,343,0.1670,-0.0030,0.3508,1.0758
25,351,0.1928,-0.1373,0.6714,1.1146
26,356,0.1941,-0.0444,0.4877,1.0590
27,361,0.4468,0.1037,0.6977,1.1406
28,364,0.0278,-0.1587,0.3845,1.1459
29,367,0.3830,0.1054,0.5672,1.1878
30,373,0.4340,0.0752,0.7280,1.0351
31,380,0.1546,-0.1546,0.6290,1.0626
32,383,0.3394,0.0427,0.6049,1.1378
33,388,0.3417,-0.0310,0.7564,1.0938
34,391,0.2300,-0.0819,0.6351,1.1357
35,398,0.7235,0.3348,0.7877,1.0162
36,401,0.2804,-0.0495,0.6713,1.1465
37,404,0.2943,-0.1440,0.8878,1.1233
38,407,0.3921,0.0494,0.6972,1.1784
39,414,0.6969,0.3303,0.7439,1.0633
40,418,0.2220,-0.1115,0.6781,1.1127
41,420,0.1657,-0.0974,0.5377,1.1526
42,423,0.4104,0.0774,0.6771,1.1180
43,425,0.2717,-0.1507,0.8558,1.0939
44,429,0.3240,0.0057,0.6477,1.1070
45,432,0.3294,0.0367,0.5962,1.0682
46,434,0.2618,-0.0149,0.5645,1.0997
47,439,0.5289,0.1319,0.8042,1.0403
48,441,0.2024,-0.0972,0.6102,1.1000
49,445,0.2413,-0.1042,0.7018,1.0847
50,447,0.3636,0.0756,0.5868,1.0949
51,449,0.3441,0.0922,0.5146,1.0848
52,451,0.2281,0.0285,0.4102,1.0989
53,453,0.2321,-0.0859,0.6473,1.1223
54,456,0.3758,0.0058,0.7507,1.0678
55,459,0.4557,0.0600,0.8025,1.1189
56,462,0.3819,-0.0162,0.8070,1.0813
57,464,0.3772,0.0604,0.6442,1.0647
58,466,0.0049,-0.5122,1.0453,1.1211
59,468,0.4351,0.1223,0.6366,1.1143
60,471,0.3042,0.0206,0.5782,1.0970
61,474,0.1425,-0.0877,0.4707,1.0267
62,476,0.3051,0.0546,0.5119,1.0871
63,478,0.3748,0.0021,0.7559,1.0565
64,480,0.1629,-0.0385,0.4129,1.0182
65,482,0.1152,0.0218,0.1971,1.0371
66,486,0.8706,0.3367,1.0780,1.0183
67,488,-0.0866,-0.2184,0.2741,1.0457
68,490,0.1703,0.0371,0.2772,1.0673
69,492,0.4898,0.0470,0.8962,1.0592
70,495,0.3631,0.0545,0.6274,1.0205
71,497,0.1746,-0.0591,0.4779,1.0513
72,499,0.1051,-0.0323,0.2838,0.8889
73,501,0.6065,0.0139,1.1933,0.8071
74,503,0.2474,0.0150,0.4740,0.9269
75,505,0.1203,-0.0170,0.2847,1.0199
76,508,0.5978,0.1235,0.9589,1.0394
77,510,0.2382,-0.1118,0.7100,0.9950
78,513,0.4504,0.1256,0.6583,0.8595
79,515,0.2762,-0.0564,0.6752,0.9862
80,517,0.3841,0.0756,0.6269,0.9952
81,519,0.1866,-0.0143,0.4114,0.9606
82,521,-0.0085,-0.1090,0.2114,1.0482
83,523,0.2056,0.0481,0.3252,1.0405
84,525,0.1111,0.0035,0.2248,0.9650
85,527,-0.0042,-0.0736,0.1479,0.9142
86,529,0.2570,0.0698,0.3846,1.0131
87,531,0.1705,-0.0040,0.3593,1.0152
88,533,0.1082,-0.0354,0.2973,1.0074
89,535,0.0778,-0.0319,0.2293,0.9952
90,537,0.0582,-0.0251,0.1765,0.9927
91,539,0.1273,0.0504,0.1647,1.0818
92,543,0.9253,0.3366,1.1876,1.0178
93,546,0.2788,-0.1386,0.8454,1.0674
94,548,0.2847,0.0074,0.5653,1.0749
95,551,0.5656,0.1745,0.7926,1.0336
96,553,-0.0008,-0.2038,0.4164,1.0410
97,556,0.3493,0.0825,0.5437,1.0045
98,559,0.2519,-0.0784,0.6707,1.0204
99,563,0.6947,0.2910,0.8183,1.0847
100,565,0.2417,-0.1173,0.7287,1.0663
101,568,0.3463,0.0512,0.6004,1.0226
102,571,0.2018,-0.0050,0.4242,1.0448
103,574,0.2068,-0.0448,0.5142,1.1054
104,576,-0.0040,-0.1374,0.2774,1.0746
105,578,0.1066,0.0010,0.2221,1.0787
106,580,0.1807,0.0835,0.2052,1.0762
107,583,0.4490,0.0723,0.7643,1.0773
108,585,-0.0071,-0.1218,0.2397,1.0437
109,588,0.2851,0.0418,0.4966,1.0076
110,590,-0.0100,-0.0992,0.1888,1.0303
111,592,0.0778,-0.0003,0.1666,1.0462
112,594,0.1287,0.0703,0.1274,1.0517
113,597,0.4218,0.0967,0.6596,0.9530
114,599,-0.0140,-0.1479,0.2782,1.0585
115,601,0.1548,0.0329,0.2525,0.8822
116,603,0.3687,-0.0614,0.8709,1.0668
117,605,0.1853,0.0637,0.2533,1.0028
118,607,-0.0062,-0.0707,0.1392,1.0062
119,609,0.1070,0.0309,0.1623,1.0065
120,611,0.0129,-0.0405,0.1172,1.0418
121,613,0.0349,0.0037,0.0727,1.0283
122,615,0.0511,0.0013,0.1101,1.0372
123,617,0.0365,0.0121,0.0590,1.0315
124,619,0.0132,-0.0249,0.0866,1.0511
125,621,0.0797,0.0414,0.0870,1.0430
126,623,0.0094,-0.0166,0.0621,1.0242
127,625,0.0296,-0.0049,0.0793,1.0264
128,627,0.0528,0.0204,0.0746,0.9888
129,629,-0.0034,-0.0196,0.0423,1.0004
130,631,0.1662,0.0438,0.2545,0.9724
131,633,0.0116,-0.0074,0.0481,1.0038
132,636,0.4040,0.1221,0.5735,0.9858
133,638,0.1425,-0.1453,0.5853,0.9550
134,640,0.1795,0.0084,0.3517,0.9574
135,643,0.4484,0.1618,0.5831,0.9941
136,646,0.2511,-0.1166,0.7453,0.9934
137,648,0.1856,-0.0647,0.5108,1.0237
