Episode,Reward,Length,SmoothedLengthEMA
315,-12.4991,361,330.3961
316,93.6920,1000,363.8763
317,157.3571,1000,395.6825
318,1.7229,272,389.4984
319,-110.9163,261,383.0735
320,15.8193,177,372.7698
321,-8.5313,200,364.1313
322,90.2627,1000,395.9247
323,-6.2678,236,387.9285
324,-147.3831,346,385.8321
325,1.7811,315,382.2905
326,-94.7076,273,376.8260
327,-61.5226,271,371.5347
328,61.8585,236,364.7579
329,-67.2570,315,362.2700
330,-102.1662,321,360.2065
331,73.0249,1000,392.1962
332,-176.0875,306,387.8864
333,-73.2368,335,385.2421
334,70.7029,1000,415.9800
335,-23.1369,495,419.9310
336,-48.9593,219,409.8844
337,47.1452,1000,439.3902
338,72.8156,1000,467.4207
339,65.5008,1000,494.0497
340,-72.1859,465,492.5972
341,74.4392,1000,517.9673
342,-41.2912,321,508.1189
343,-70.5493,504,507.9130
344,-79.6014,642,514.6173
345,48.9536,1000,538.8865
346,127.6837,1000,561.9422
347,-51.4947,481,557.8950
348,50.4854,1000,580.0003
349,92.6016,1000,601.0003
350,-92.7987,779,609.9003
351,87.3028,1000,629.4053
352,-78.8858,726,634.2350
353,-17.3311,1000,652.5232
354,66.7027,1000,669.8971
355,-92.8063,633,668.0522
356,73.4805,1000,684.6496
357,25.1791,1000,700.4171
358,67.0302,1000,715.3963
359,-71.4314,1000,729.6265
360,-62.4791,1000,743.1451
361,-7.3999,1000,755.9879
362,67.5475,1000,768.1885
363,-31.9670,669,763.2291
364,-84.4373,707,760.4176
365,49.0418,1000,772.3967
366,-66.8381,1000,783.7769
367,-30.2784,1000,794.5880
368,14.9875,1000,804.8586
369,-102.8558,773,803.2657
370,-105.4834,1000,813.1024
371,-124.5894,1000,822.4473
372,-171.1947,884,825.5249
373,-50.8785,1000,834.2487
374,-61.7280,1000,842.5363
375,25.1807,1000,850.4094
376,-65.0274,1000,857.8890
377,13.0523,1000,864.9945
378,-197.6841,976,870.5448
379,-44.7263,1000,877.0176
380,-44.8894,1000,883.1667
381,-41.9083,1000,889.0083
382,-61.1578,1000,894.5579
383,-35.3449,1000,899.8300
384,-55.2837,1000,904.8385
385,-52.6283,1000,909.5966
386,-113.4237,1000,914.1168
387,-79.8795,1000,918.4109
388,-107.2199,1000,922.4904
389,-60.1421,1000,926.3659
390,-161.6387,1000,930.0476
391,-32.2056,1000,933.5452
392,-147.0746,1000,936.8679
393,-122.4050,1000,940.0245
394,-70.4093,1000,943.0233
395,-76.6223,1000,945.8721
396,-52.8111,1000,948.5785
397,1.7044,1000,951.1496
398,-65.6602,1000,953.5921
399,-82.1002,1000,955.9125
400,-157.2283,715,943.8669
401,-72.6014,1000,946.6736
402,-103.1862,1000,949.3399
403,-104.7027,1000,951.8729
404,-380.5325,901,949.3292
405,-377.8444,988,951.2628
406,-348.5744,804,943.8996
407,-121.5425,1000,946.7047
408,-55.4916,1000,949.3694
409,-17.9693,1000,951.9010
410,-159.8472,973,952.9559
411,-153.4034,746,942.6081
412,-79.4445,1000,945.4777
413,-73.3720,1000,948.2038
414,-121.7935,1000,950.7936
415,-184.0211,850,945.7539
416,-148.9154,744,935.6662
417,-314.8965,932,935.4829
418,-97.0460,1000,938.7088
419,-86.5594,1000,941.7734
420,-87.5467,1000,944.6847
421,-181.1905,711,933.0004
422,-178.4593,831,927.9004
423,-76.6892,1000,931.5054
424,-124.9886,484,909.1301
425,-97.8725,1000,913.6736
426,-174.2123,923,914.1399
427,-214.4748,1000,918.4329
428,-89.7700,1000,922.5113
429,-114.9122,1000,926.3857
430,-179.1394,930,926.5664
431,-295.7249,943,927.3881
432,-232.0762,1000,931.0187
433,-71.8344,1000,934.4678
434,-148.1929,1000,937.7444
435,-153.6858,1000,940.8572
436,-52.9717,1000,943.8143
437,-90.1996,1000,946.6236
438,-81.6182,1000,949.2924
439,-87.2404,1000,951.8278
440,-226.0340,950,951.7364
441,-54.3216,1000,954.1496
442,-56.7431,1000,956.4421
443,-110.4129,278,922.5200
444,-81.1291,1000,926.3940
445,-84.0152,1000,930.0743
446,-48.4274,1000,933.5706
447,-91.8554,1000,936.8921
448,-23.5600,1000,940.0475
449,-102.6331,1000,943.0451
450,-154.8560,515,921.6428
451,-42.8119,1000,925.5607
452,-19.9062,1000,929.2827
453,-73.8655,1000,932.8185
454,11.9002,1000,936.1776
455,-56.7679,1000,939.3687
456,-77.3424,265,905.6503
457,-79.8173,1000,910.3678
458,-49.2077,1000,914.8494
459,-52.4214,1000,919.1069
460,-74.6726,1000,923.1516
461,-82.5539,221,888.0440
462,-68.7489,1000,893.6418
463,-214.5414,733,885.6097
464,-108.6507,330,857.8292
465,-147.9029,855,857.6878
466,1.9342,1000,864.8034
467,-94.7392,1000,871.5632
468,-199.6314,785,867.2350
469,-187.9663,863,867.0233
470,-19.7804,1000,873.6721
471,-23.3514,1000,879.9885
472,-153.6471,784,875.1891
473,-10.5168,1000,881.4296
474,-94.8134,297,852.2082
475,-81.7501,1000,859.5977
476,-65.2341,1000,866.6179
477,-72.6050,1000,873.2870
478,-17.0668,1000,879.6226
479,-59.0979,1000,885.6415
480,-32.1500,1000,891.3594
481,-58.9720,1000,896.7914
482,-72.6927,1000,901.9519
483,-65.7683,1000,906.8543
484,-13.0421,1000,911.5116
485,-50.8147,1000,915.9360
486,-44.1254,1000,920.1392
487,-47.7330,1000,924.1322
488,-40.4787,1000,927.9256
489,-28.1544,1000,931.5293
490,-147.1957,917,930.8029
491,-27.0014,1000,934.2627
492,-75.1833,1000,937.5496
493,-26.0579,1000,940.6721
494,-1.1401,1000,943.6385
495,-33.0885,1000,946.4566
496,-88.7674,1000,949.1337
497,-82.1085,1000,951.6771
498,-41.1481,1000,954.0932
499,-196.6213,880,950.3885
500,-77.4886,1000,952.8691
501,-33.3295,1000,955.2257
502,-192.3710,733,944.1144
503,27.3224,1000,946.9087
504,-103.4125,573,928.2132
505,-134.3025,835,923.5526
506,-50.8048,214,888.0749
507,-99.7407,1000,893.6712
508,-112.3760,611,879.5376
509,3.0281,1000,885.5608
510,-10.5741,1000,891.2827
511,-40.9592,1000,896.7186
512,-120.2813,1000,901.8826
513,-162.8733,944,903.9885
514,-126.0261,676,892.5891
515,-112.1930,437,869.8096
516,-168.6762,942,873.4192
517,-39.7070,1000,879.7482
518,-30.0820,1000,885.7608
519,15.3854,1000,891.4727
520,-130.1426,709,882.3491
521,-124.5659,937,885.0817
522,-181.3041,942,887.9276
523,-88.8556,1000,893.5312
524,-48.5391,1000,898.8546
525,-41.6743,1000,903.9119
526,-170.9841,920,904.7163
527,-189.3048,893,904.1305
528,-185.3129,830,900.4240
529,-53.9377,308,870.8028
530,-59.9457,1000,877.2626
531,-133.6101,536,860.1995
532,-95.2584,1000,867.1895
533,-56.1281,1000,873.8300
534,-41.4767,1000,880.1385
535,-78.2340,1000,886.1316
536,31.4313,1000,891.8250
537,-106.5985,355,864.9838
538,-39.5918,1000,871.7346
539,-68.7962,1000,878.1479
540,-48.8687,1000,884.2405
