UpdateCycle,EpisodeAtUpdate,TotalLoss,ActorLoss,CriticLoss,Entropy
1,23,0.3940,-0.0735,0.9627,1.3814
2,44,0.5274,0.0538,0.9747,1.3732
3,66,0.4485,0.0387,0.8470,1.3710
4,87,0.5350,0.0008,1.0959,1.3720
5,107,0.2894,-0.0956,0.7975,1.3723
6,128,0.3091,-0.0668,0.7790,1.3640
7,148,0.4337,0.0386,0.8173,1.3558
8,168,0.3242,0.0531,0.5693,1.3524
9,188,0.4052,-0.0232,0.8833,1.3221
10,207,0.3029,-0.0058,0.6430,1.2838
11,222,0.2912,-0.0072,0.6222,1.2701
12,237,0.3364,0.0239,0.6493,1.2207
13,250,0.1920,-0.0825,0.5741,1.2557
14,269,0.4329,0.0764,0.7379,1.2503
15,277,0.2638,-0.3497,1.2521,1.2601
16,291,0.4195,0.0937,0.6754,1.1975
17,302,0.1478,-0.0655,0.4498,1.1576
18,315,0.2555,0.0344,0.4654,1.1504
19,324,0.1800,-0.3587,1.1019,1.2233
20,332,0.3368,-0.0209,0.7402,1.2412
21,344,0.6298,0.3280,0.6278,1.2074
22,359,0.2784,0.0246,0.5304,1.1458
23,366,0.1202,-0.4207,1.1053,1.1767
24,372,0.3083,-0.0914,0.8236,1.2039
25,382,0.4333,0.1183,0.6539,1.2043
26,394,0.2157,-0.0171,0.4891,1.1694
27,401,0.2947,-0.0734,0.7601,1.1913
28,409,0.2955,0.0646,0.4858,1.2007
29,413,-0.0556,-0.5357,0.9854,1.2663
30,417,0.3571,-0.0851,0.9091,1.2299
31,421,0.4064,0.0400,0.7575,1.2303
32,425,0.3861,-0.0776,0.9512,1.1888
33,429,0.6445,0.1609,0.9913,1.2038
34,439,0.4552,0.1046,0.7227,1.0662
35,445,0.2861,-0.0739,0.7424,1.1194
36,450,0.3057,-0.0156,0.6635,1.0390
37,457,0.2749,0.0072,0.5556,1.0095
38,460,0.2210,-0.0825,0.6261,0.9586
39,468,0.4699,0.1717,0.6157,0.9722
40,471,0.0353,-0.2495,0.5903,1.0374
41,476,0.5177,0.0035,1.0483,0.9962
42,478,0.3119,0.0104,0.6211,0.9040
43,483,0.1674,-0.0343,0.4247,1.0655
44,488,0.4932,0.1600,0.6845,0.9076
45,492,0.3514,-0.1388,1.0007,1.0212
46,498,0.4088,0.1182,0.5985,0.8586
47,504,0.3602,0.0033,0.7318,0.9050
48,509,0.2944,-0.0663,0.7405,0.9514
49,517,0.4186,0.1030,0.6511,0.9934
50,522,0.4696,0.0813,0.7935,0.8370
51,526,0.3249,-0.0420,0.7491,0.7631
52,530,0.0709,-0.2632,0.6849,0.8363
53,533,0.4523,-0.0338,0.9910,0.9376
54,538,0.4540,0.0893,0.7474,0.8983
55,542,0.3844,-0.0246,0.8354,0.8696
56,546,0.2576,-0.0797,0.6959,1.0611
57,551,0.6279,0.1917,0.8895,0.8576
58,555,0.4439,0.0370,0.8294,0.7773
59,560,0.4355,-0.0199,0.9277,0.8361
