UpdateCycle,EpisodeAtUpdate,TotalLoss,ActorLoss,CriticLoss,Entropy
1,23,0.4156,-0.0372,0.9331,1.3714
2,43,0.4481,0.0164,0.8906,1.3609
3,63,0.4039,0.0252,0.7846,1.3607
4,85,0.4277,-0.0924,1.0671,1.3445
5,104,0.4130,-0.0150,0.8828,1.3434
6,123,0.3690,-0.0002,0.7650,1.3229
7,140,0.3172,0.0063,0.6485,1.3374
8,158,0.3544,-0.0347,0.8052,1.3457
9,177,0.3213,0.0279,0.6130,1.3099
10,197,0.2677,0.0031,0.5551,1.2900
11,214,0.1684,-0.0221,0.4062,1.2627
12,229,0.4101,-0.0156,0.8746,1.1570
13,244,0.3020,-0.0055,0.6387,1.1878
14,258,0.3520,0.0916,0.5430,1.1103
15,267,0.1394,-0.2104,0.7223,1.1316
16,277,0.8929,0.2604,1.2890,1.1998
17,291,0.2817,-0.0178,0.6219,1.1461
18,300,0.2029,-0.1148,0.6572,1.0869
19,304,0.1633,-0.1189,0.5891,1.2289
20,308,0.5054,0.0365,0.9622,1.2181
21,315,0.3001,0.0316,0.5589,1.0960
22,319,0.3137,-0.0431,0.7359,1.1198
23,327,0.4761,0.1441,0.6871,1.1575
24,333,0.1290,-0.1465,0.5735,1.1255
25,336,0.2161,-0.1251,0.7054,1.1443
26,342,0.4280,0.1055,0.6645,0.9726
27,345,0.2101,-0.0834,0.6066,0.9770
28,348,0.2763,0.0474,0.4769,0.9492
29,350,0.0644,-0.1758,0.4956,0.7623
30,357,0.7326,0.2558,0.9695,0.7985
31,361,0.4539,0.2278,0.4700,0.8875
32,363,0.1080,-0.2378,0.7117,1.0108
33,366,0.3681,0.0229,0.7119,1.0746
34,369,0.2474,-0.0390,0.5944,1.0872
35,371,0.1760,-0.0218,0.4175,1.0959
36,373,0.2655,0.0259,0.5010,1.0872
37,376,0.5414,0.0863,0.9306,1.0263
38,378,0.2008,-0.0712,0.5658,1.0909
39,381,0.3521,-0.0168,0.7588,1.0509
40,385,0.7647,0.3128,0.9258,1.1014
41,389,0.2697,-0.0522,0.6656,1.0985
42,391,0.1693,-0.1291,0.6188,1.0945
43,393,0.2586,-0.0612,0.6619,1.1072
44,398,0.8958,0.4697,0.8718,0.9784
45,400,0.1893,-0.1128,0.6267,1.1194
46,402,0.5007,0.0415,0.9401,1.0914
47,405,0.4511,0.0485,0.8265,1.0606
48,407,0.4666,0.0939,0.7661,1.0385
49,412,0.1646,-0.0216,0.3932,1.0334
50,414,0.5276,0.0668,0.9421,1.0193
51,417,-0.0934,-0.3503,0.5349,1.0498
52,419,0.4120,0.0785,0.6864,0.9727
53,421,0.4614,-0.0274,0.9973,0.9875
54,423,0.5190,0.0673,0.9235,1.0045
55,425,0.3252,-0.0540,0.7772,0.9389
56,427,0.2150,-0.0906,0.6305,0.9580
57,430,0.5058,0.1809,0.6696,0.9879
58,433,0.2507,-0.0617,0.6438,0.9496
59,436,0.3792,0.0072,0.7643,1.0185
60,438,0.4628,0.1223,0.7026,1.0749
61,440,0.1588,-0.2235,0.7843,0.9812
62,443,0.1694,-0.0246,0.4078,0.9874
63,447,0.4493,0.1634,0.5908,0.9499
64,449,-0.0718,-0.4244,0.7251,0.9906
65,451,0.7203,0.2748,0.9070,0.8017
66,453,0.2580,-0.0025,0.5395,0.9232
67,456,0.3901,-0.0191,0.8349,0.8203
68,458,0.3781,-0.0160,0.8060,0.8925
69,460,0.2758,-0.1044,0.7799,0.9790
70,462,0.2276,0.0393,0.3970,1.0214
71,464,0.2529,-0.0134,0.5514,0.9409
72,468,0.1053,-0.0377,0.3046,0.9258
73,470,0.4738,0.0407,0.8842,0.8961
74,472,0.1898,-0.1699,0.7390,0.9798
75,475,0.4188,0.0887,0.6781,0.8956
76,477,0.5535,0.0946,0.9351,0.8671
77,479,0.0856,-0.3495,0.8885,0.9180
78,481,0.2435,-0.1401,0.7857,0.9169
79,483,0.3604,0.0769,0.5848,0.8856
80,485,0.5223,0.0959,0.8681,0.7598
81,487,0.4132,0.0591,0.7273,0.9528
82,489,0.2038,-0.0429,0.5121,0.9305
83,491,0.0223,-0.1842,0.4322,0.9658
84,493,0.2779,0.1096,0.3566,0.9916
85,496,0.4975,0.0260,0.9602,0.8509
86,498,0.3147,-0.0057,0.6599,0.9537
87,501,0.2934,-0.0299,0.6640,0.8677
88,503,0.2409,-0.0725,0.6438,0.8531
89,507,0.4112,-0.0365,0.9119,0.8268
90,510,0.4434,0.1462,0.6125,0.8968
91,512,0.1740,-0.0332,0.4327,0.9205
92,514,0.4591,-0.0889,1.1098,0.6857
93,516,0.3257,0.0558,0.5557,0.7858
94,518,0.1220,-0.1028,0.4689,0.9753
95,521,0.4202,-0.0456,0.9492,0.8865
96,523,0.3307,0.0594,0.5570,0.7268
97,526,0.6931,0.1469,1.1094,0.8524
98,528,0.1546,-0.0909,0.5089,0.8946
99,532,0.3055,-0.0291,0.6870,0.8870
100,534,0.2809,0.0312,0.5191,0.9921
101,536,-0.0084,-0.0674,0.1382,1.0059
102,539,0.7867,0.3388,0.9153,0.9679
103,541,0.0560,-0.0916,0.3145,0.9659
104,543,0.0410,-0.0528,0.2080,1.0213
105,546,0.6226,0.1134,1.0379,0.9785
106,548,0.1386,0.0155,0.2667,1.0260
107,550,0.0144,-0.0424,0.1336,1.0081
108,552,0.6804,0.2689,0.8425,0.9698
109,555,0.4810,0.0093,0.9618,0.9180
110,559,0.3332,0.0545,0.5757,0.9107
111,561,0.2338,-0.1053,0.6980,0.9966
112,564,0.3420,0.0875,0.5272,0.9109
113,566,-0.0430,-0.1402,0.2139,0.9776
114,568,0.0805,0.0132,0.1544,0.9844
115,570,0.2298,0.0845,0.3106,0.9992
116,572,0.0439,-0.0551,0.2167,0.9438
117,574,0.0780,-0.0256,0.2273,1.0025
118,576,0.0928,0.0309,0.1436,0.9827
119,578,0.1119,0.0299,0.1833,0.9603
120,580,0.0394,-0.0309,0.1596,0.9441
121,582,0.0631,0.0019,0.1394,0.8472
122,584,0.3671,0.0547,0.6405,0.7840
123,587,0.4215,0.0738,0.7146,0.9636
124,590,0.2560,-0.0154,0.5621,0.9689
125,592,0.1576,-0.0874,0.5095,0.9751
126,594,0.1216,0.0578,0.1427,0.7494
127,596,-0.0190,-0.1043,0.1906,1.0027
128,598,0.0681,0.0148,0.1253,0.9388
129,601,0.5384,0.2451,0.6030,0.8153
130,606,0.4863,0.0348,0.9203,0.8616
131,611,0.2982,-0.0898,0.7932,0.8636
132,614,0.4296,0.0685,0.7398,0.8879
133,619,0.3548,0.0895,0.5477,0.8487
134,623,0.2145,-0.0552,0.5579,0.9187
135,625,0.0590,-0.1814,0.5003,0.9804
136,628,0.3755,0.0659,0.6351,0.7895
137,630,0.0174,-0.0194,0.0937,1.0002
138,633,0.4188,0.1612,0.5346,0.9655
139,636,0.1239,-0.0356,0.3375,0.9334
140,639,0.2152,-0.0087,0.4667,0.9394
141,643,0.1063,-0.0517,0.3340,0.8980
142,645,0.1481,-0.1013,0.5174,0.9278
143,648,0.2099,0.0474,0.3448,0.9957
144,651,0.3878,-0.0052,0.8030,0.8546
145,653,0.4966,0.1384,0.7359,0.9864
146,657,0.1967,0.0088,0.3944,0.9312
147,660,0.1723,-0.0637,0.4903,0.9167
148,662,0.0132,-0.1059,0.2591,1.0493
149,664,0.0660,0.0142,0.1243,1.0351
150,666,-0.0020,-0.0839,0.1842,1.0196
151,669,0.7326,0.2207,1.0407,0.8466
152,671,0.1353,0.0445,0.2026,1.0498
153,676,0.4933,0.1530,0.6987,0.9003
154,679,0.0740,-0.1246,0.4169,0.9864
155,682,0.4193,0.1856,0.4860,0.9354
156,686,0.2437,-0.0819,0.6683,0.8562
157,689,-0.0164,-0.4407,0.8685,0.9931
158,691,0.4112,0.1002,0.6422,1.0111
159,694,0.4819,0.1400,0.7013,0.8771
160,697,0.3501,0.0152,0.6861,0.8165
161,700,0.1094,-0.0456,0.3273,0.8659
162,702,-0.0777,-0.1706,0.2034,0.8852
163,705,0.7281,0.2459,0.9803,0.7909
164,707,-0.0876,-0.1471,0.1404,1.0648
165,710,0.5942,0.1557,0.8969,0.9892
166,712,0.0076,-0.0680,0.1721,1.0432
167,714,-0.0047,-0.0204,0.0508,0.9649
168,717,0.6141,0.2211,0.8034,0.8806
169,720,0.1304,-0.0074,0.2943,0.9381
170,723,0.2303,-0.0680,0.6158,0.9575
171,726,0.3680,0.0752,0.6051,0.9722
172,728,0.1247,-0.1156,0.4971,0.8282
173,732,0.6594,0.1746,0.9878,0.9074
174,734,0.1096,-0.0944,0.4223,0.7152
175,737,0.3934,0.1095,0.5866,0.9405
176,740,0.2100,-0.0049,0.4491,0.9645
177,742,-0.0490,-0.1538,0.2291,0.9814
178,744,-0.0038,-0.0648,0.1412,0.9567
179,746,0.0706,0.0309,0.0990,0.9868
180,748,0.0605,0.0423,0.0553,0.9379
181,750,-0.0310,-0.0719,0.0975,0.7903
182,754,0.7455,0.2378,1.0333,0.8934
183,756,0.1707,0.0138,0.3325,0.9351
184,758,0.0539,-0.0248,0.1758,0.9262
185,761,0.1849,0.0649,0.2563,0.8183
186,765,0.3798,0.0797,0.6173,0.8564
187,767,-0.0611,-0.1818,0.2610,0.9792
188,770,0.2730,0.0206,0.5229,0.9064
189,772,0.1411,0.0400,0.2207,0.9163
190,774,0.2355,-0.0241,0.5385,0.9676
191,776,-0.0390,-0.0909,0.1228,0.9502
192,782,1.0642,0.5080,1.1301,0.8832
193,784,0.2914,0.0305,0.5394,0.8815
194,787,0.1759,-0.0347,0.4349,0.6879
195,789,-0.0134,-0.1616,0.3138,0.8684
196,791,0.0793,-0.0317,0.2408,0.9371
197,794,0.3808,0.1897,0.4018,0.9755
198,796,-0.0413,-0.1062,0.1508,1.0452
199,799,0.3067,0.0458,0.5422,1.0229
200,802,0.6211,0.2518,0.7560,0.8732
201,805,0.1787,-0.0481,0.4719,0.9182
202,807,-0.1205,-0.1673,0.1104,0.8370
203,809,0.0178,0.0009,0.0542,1.0272
204,811,0.0109,-0.0605,0.1629,1.0060
205,814,0.5085,0.1163,0.8037,0.9695
206,817,0.5767,0.2214,0.7298,0.9672
207,821,0.3220,0.0545,0.5526,0.8724
208,826,0.3924,-0.0467,0.8936,0.7708
209,829,0.1833,-0.0553,0.4947,0.8743
210,832,0.3153,0.0512,0.5437,0.7772
211,834,0.0394,-0.1132,0.3234,0.9050
212,838,0.5879,0.2111,0.7710,0.8705
213,840,-0.0410,-0.1189,0.1763,1.0267
214,842,0.1277,-0.0489,0.3723,0.9534
215,844,0.0412,-0.0360,0.1725,0.9025
216,847,0.2693,0.0625,0.4311,0.8746
217,849,-0.0205,-0.0402,0.0572,0.8981
218,851,-0.0049,-0.0296,0.0691,0.9862
219,854,0.3525,0.1667,0.3884,0.8339
220,856,-0.0472,-0.0913,0.1078,0.9818
221,858,0.2008,0.0304,0.3579,0.8608
222,860,-0.0815,-0.0966,0.0475,0.8654
223,863,0.4529,0.1967,0.5315,0.9517
224,865,-0.0030,-0.0483,0.1110,1.0115
225,867,0.0061,-0.0104,0.0526,0.9862
226,869,0.0264,0.0056,0.0619,1.0177
227,871,-0.0495,-0.0605,0.0424,1.0130
228,873,0.0732,0.0584,0.0476,0.8972
229,875,-0.0616,-0.0631,0.0236,1.0293
230,878,0.5209,0.2147,0.6321,0.9877
231,880,-0.0156,-0.0372,0.0601,0.8473
232,882,-0.0353,-0.0499,0.0465,0.8644
233,884,-0.0176,-0.0173,0.0198,1.0213
234,886,0.0188,0.0181,0.0220,1.0319
235,889,0.3998,0.1163,0.5872,1.0156
236,891,0.2789,0.0481,0.4817,1.0002
237,894,0.2545,0.0133,0.5030,1.0379
238,896,0.0714,-0.0584,0.2775,0.8941
239,900,0.2766,-0.0032,0.5758,0.8079
240,903,0.1855,0.0194,0.3498,0.8827
241,906,0.0662,-0.0681,0.2875,0.9426
242,908,0.0566,-0.0654,0.2643,1.0132
243,910,-0.0045,-0.0269,0.0655,1.0273
244,912,0.0179,0.0170,0.0230,1.0592
245,914,-0.0100,-0.0434,0.0862,0.9752
246,916,0.0411,0.0330,0.0374,1.0623
247,918,0.0048,0.0090,0.0129,1.0618
248,922,0.8311,0.3597,0.9610,0.9147
249,924,-0.0211,-0.1054,0.1883,0.9795
250,927,0.4976,0.1959,0.6186,0.7588
251,929,-0.0781,-0.1243,0.1135,1.0537
252,931,0.0055,-0.0647,0.1613,1.0412
253,933,0.0415,0.0084,0.0871,1.0460
254,935,0.0796,0.0552,0.0686,0.9818
255,937,0.1861,0.0375,0.3170,0.9896
256,939,-0.0401,-0.0612,0.0628,1.0302
257,942,0.4207,0.1104,0.6385,0.8904
258,944,-0.0326,-0.0640,0.0830,1.0175
259,947,0.1594,0.0752,0.1862,0.8872
260,950,0.2241,-0.0842,0.6356,0.9534
261,952,0.2752,0.0072,0.5515,0.7788
262,954,-0.0333,-0.2698,0.4913,0.9136
263,956,0.2245,0.0294,0.4084,0.9061
264,958,0.0081,-0.0233,0.0793,0.8201
265,960,-0.0584,-0.0737,0.0509,1.0138
266,962,0.0882,0.0766,0.0417,0.9267
267,964,-0.0177,-0.0322,0.0478,0.9412
268,966,0.0310,0.0061,0.0666,0.8420
269,969,0.4802,0.1730,0.6318,0.8780
270,971,-0.0458,-0.0862,0.0995,0.9408
271,974,0.4812,0.1642,0.6521,0.8984
272,976,-0.0523,-0.1241,0.1634,0.9921
273,978,-0.0262,-0.0836,0.1348,0.9985
274,982,0.9894,0.5958,0.8047,0.8679
275,984,-0.0777,-0.1147,0.0924,0.9206
276,986,0.0268,0.0061,0.0610,0.9775
277,988,0.0171,-0.0038,0.0565,0.7298
278,990,-0.0181,-0.0508,0.0848,0.9646
279,992,0.1380,0.1002,0.0958,1.0025
280,994,-0.0371,-0.0410,0.0284,1.0320
281,997,0.4000,-0.0236,0.8670,0.9895
282,1001,0.9558,0.5052,0.9182,0.8507
283,1003,0.0172,-0.1215,0.2979,1.0178
284,1007,0.3409,0.0436,0.6110,0.8267
285,1009,0.1114,-0.0312,0.3036,0.9152
286,1011,-0.1104,-0.1835,0.1651,0.9512
287,1014,0.3512,0.1209,0.4805,0.9922
288,1016,0.0770,0.0020,0.1680,0.9048
289,1018,-0.0264,-0.0653,0.0957,0.8900
290,1021,0.5047,0.2431,0.5402,0.8457
291,1024,0.2270,-0.0465,0.5654,0.9218
292,1026,0.3558,0.1684,0.3866,0.5914
293,1029,0.3015,0.0532,0.5129,0.8158
294,1031,0.0564,-0.1662,0.4645,0.9577
295,1036,0.5618,0.1677,0.8040,0.7952
296,1040,0.7505,0.2682,0.9812,0.8351
297,1044,0.1029,-0.1594,0.5416,0.8584
298,1047,0.0904,-0.0718,0.3402,0.7893
299,1050,0.3116,0.0405,0.5567,0.7250
300,1053,0.1728,-0.0809,0.5221,0.7371
301,1057,0.4268,0.1346,0.5971,0.6439
302,1061,0.1981,0.0199,0.3720,0.7895
303,1063,-0.0442,-0.2556,0.4388,0.8011
304,1065,0.0125,-0.0751,0.1943,0.9592
305,1067,0.0614,-0.0671,0.2749,0.8990
306,1070,0.2334,-0.1144,0.7110,0.7715
307,1074,1.1360,0.6067,1.0751,0.8278
308,1078,0.7394,0.2107,1.0739,0.8271
309,1082,0.2491,0.0134,0.4867,0.7650
310,1087,0.3695,-0.0145,0.7842,0.8158
311,1090,0.1085,-0.1397,0.5111,0.7344
312,1092,0.0611,-0.1378,0.4167,0.9396
313,1095,0.4165,0.1102,0.6297,0.8446
314,1098,0.3043,0.0588,0.5074,0.8228
315,1100,0.1081,-0.2902,0.8137,0.8580
316,1103,0.1252,-0.0898,0.4455,0.7774
317,1106,0.3426,0.0580,0.5853,0.8165
318,1110,0.7219,0.3628,0.7337,0.7725
319,1112,0.1147,-0.0680,0.3833,0.8958
320,1114,-0.1309,-0.4601,0.6749,0.8184
321,1117,0.3549,0.0757,0.5732,0.7420
322,1120,0.3104,0.0578,0.5226,0.8641
323,1123,0.2056,-0.0196,0.4679,0.8754
324,1125,0.0685,-0.1007,0.3572,0.9398
325,1129,0.4238,0.1081,0.6475,0.8108
326,1131,-0.0653,-0.1983,0.2824,0.8222
327,1133,0.1099,-0.0277,0.2924,0.8635
328,1135,-0.0081,-0.0701,0.1422,0.9067
329,1137,0.1535,0.0600,0.2047,0.8797
330,1140,0.4783,0.1757,0.6202,0.7581
331,1142,0.0309,-0.0461,0.1747,1.0324
332,1146,0.7956,0.2897,1.0286,0.8401
333,1149,0.2966,0.0388,0.5354,0.9927
334,1152,0.2157,0.0503,0.3503,0.9763
335,1154,-0.0685,-0.2525,0.3877,0.9821
336,1157,0.2244,-0.0708,0.6074,0.8545
337,1161,0.5202,0.2860,0.4830,0.7337
338,1164,0.1627,-0.1184,0.5804,0.9184
339,1169,0.5957,0.1769,0.8514,0.6948
340,1171,0.2145,-0.0660,0.5749,0.6885
341,1174,0.2480,-0.0574,0.6288,0.8976
342,1176,-0.0408,-0.1187,0.1749,0.9524
343,1178,0.0724,-0.0012,0.1647,0.8750
344,1180,0.2828,0.1645,0.2523,0.7797
345,1183,1.1068,0.5940,1.0384,0.6388
346,1185,0.1250,-0.0510,0.3708,0.9344
347,1187,0.4979,0.0258,0.9614,0.8609
348,1189,0.2657,0.0232,0.5033,0.9171
349,1191,0.0752,-0.0866,0.3411,0.8739
350,1193,0.1215,0.0099,0.2429,0.9856
