UpdateCycle,EpisodeAtUpdate,TotalLoss,ActorLoss,CriticLoss,Entropy
1,23,0.4021,-0.0701,0.9720,1.3808
2,44,0.5007,0.0443,0.9401,1.3696
3,67,0.4745,0.0464,0.8837,1.3677
4,89,0.5802,0.0235,1.1409,1.3672
5,109,0.4477,-0.0575,1.0376,1.3664
6,130,0.4438,-0.0157,0.9465,1.3715
7,149,0.4165,-0.0140,0.8884,1.3688
8,170,0.4420,0.0208,0.8697,1.3667
9,192,0.4820,0.0066,0.9783,1.3686
10,202,0.3997,-0.1858,1.1982,1.3651
11,216,0.4192,-0.0522,0.9701,1.3617
12,235,0.4237,-0.0125,0.8993,1.3538
13,255,0.3316,-0.1052,0.9002,1.3318
14,276,0.3842,0.0177,0.7590,1.3046
15,286,0.5314,0.1094,0.8701,1.3040
16,296,0.3951,-0.0623,0.9408,1.2935
17,310,0.2316,-0.0527,0.5948,1.3020
18,329,0.1908,-0.0668,0.5405,1.2691
19,345,0.3553,0.0891,0.5567,1.2127
20,358,0.3276,0.0538,0.5722,1.2294
21,360,0.1210,-0.2652,0.7979,1.2816
22,374,0.6395,0.2468,0.8089,1.1685
23,380,0.5832,-0.0522,1.2956,1.2418
24,391,0.3933,0.0958,0.6179,1.1465
25,399,0.3659,-0.0013,0.7585,1.2070
26,410,0.2820,-0.0366,0.6615,1.2118
27,417,0.2030,-0.2519,0.9336,1.1915
28,429,0.4054,0.1468,0.5414,1.2019
29,439,0.3110,-0.0216,0.6899,1.2379
30,452,0.2293,-0.0128,0.5082,1.1972
31,467,0.2343,-0.0515,0.5944,1.1429
32,475,0.3725,0.0174,0.7343,1.1971
33,479,0.2309,-0.0640,0.6150,1.2643
34,483,0.3631,-0.0367,0.8242,1.2318
35,490,0.4291,0.1651,0.5521,1.2057
36,495,0.3295,-0.0691,0.8221,1.2468
37,500,0.5665,0.1302,0.8976,1.2488
38,504,0.1914,-0.2004,0.8083,1.2384
39,510,0.3340,0.0262,0.6404,1.2411
40,516,0.3248,-0.0610,0.7947,1.1554
41,522,0.4608,0.0874,0.7713,1.2214
42,530,0.2824,-0.0825,0.7533,1.1772
43,534,0.3871,0.0203,0.7579,1.2183
44,538,0.2438,-0.0439,0.6002,1.2368
45,543,0.3172,0.0115,0.6360,1.2227
46,546,0.1616,-0.1066,0.5612,1.2389
47,552,0.4407,0.1862,0.5331,1.2060
48,568,0.2390,0.0737,0.3514,1.0359
49,571,-0.1075,-0.4810,0.7717,1.2248
50,583,0.1117,-0.0004,0.2467,1.1237
51,591,0.3710,0.0671,0.6307,1.1418
52,599,0.3612,0.0939,0.5578,1.1628
53,601,0.0548,-0.3492,0.8315,1.1730
54,604,0.1652,-0.0830,0.5185,1.1070
55,610,0.3524,0.1236,0.4802,1.1309
56,623,0.4677,0.2279,0.5019,1.1174
57,629,0.1150,-0.1571,0.5671,1.1422
58,633,0.3073,0.0217,0.5946,1.1746
59,638,0.3195,-0.0212,0.7050,1.1902
60,648,0.1592,0.0127,0.3149,1.0905
61,650,0.2396,-0.1193,0.7432,1.2654
62,653,0.2123,-0.0316,0.5118,1.2093
63,656,0.2533,0.0278,0.4750,1.1938
64,661,0.5486,0.0735,0.9731,1.1462
65,663,0.0900,-0.0866,0.3769,1.1919
66,667,0.4573,0.1436,0.6503,1.1468
67,670,0.2483,-0.0724,0.6644,1.1602
68,676,0.4125,0.1091,0.6294,1.1319
69,679,0.2369,-0.0624,0.6227,1.2042
70,681,0.0369,-0.1700,0.4371,1.1687
71,683,0.0187,-0.1092,0.2786,1.1449
72,685,0.4351,0.1146,0.6634,1.1198
