UpdateCycle,EpisodeAtUpdate,TotalLoss,ActorLoss,CriticLoss,Entropy
1,23,0.1848,-0.0347,0.9331,1.3770
2,44,0.2380,0.0211,0.9224,1.3709
3,67,0.2389,0.0255,0.9087,1.3782
4,89,0.1307,-0.0690,0.8539,1.3710
5,109,0.2544,0.0345,0.9333,1.3517
6,131,0.0914,-0.0931,0.7919,1.3535
7,148,0.2060,0.0266,0.7701,1.3201
8,163,0.1616,0.0256,0.5966,1.3168
9,182,0.1711,-0.0068,0.7648,1.3326
10,202,0.1774,0.0349,0.6233,1.3283
11,222,0.1190,-0.0394,0.6859,1.3069
12,240,0.2077,0.0754,0.5805,1.2838
13,255,0.0423,-0.0829,0.5506,1.2397
14,275,0.1733,0.0655,0.4803,1.2320
15,290,0.0984,-0.0129,0.4915,1.1609
16,301,0.0872,-0.0567,0.6232,1.1931
17,309,0.1500,-0.0173,0.7169,1.1945
18,328,0.3141,0.1876,0.5522,1.1592
19,344,-0.0529,-0.1754,0.5364,1.1563
20,351,-0.0187,-0.2971,1.1622,1.2096
21,360,0.3153,0.1388,0.7548,1.2114
22,372,0.0459,-0.0663,0.4959,1.1792
23,378,0.1258,-0.0542,0.7667,1.1674
24,383,0.1816,0.0217,0.6877,1.1991
25,391,0.0551,-0.0165,0.3312,1.1227
26,393,0.4057,0.1989,0.8754,1.1990
27,398,-0.0413,-0.1664,0.5463,1.1386
28,400,0.0513,-0.1070,0.6823,1.2232
29,405,0.4815,0.3084,0.7387,1.1527
30,409,-0.0503,-0.1836,0.5819,1.2197
31,415,0.0254,-0.0828,0.4783,1.1320
32,417,-0.0409,-0.1805,0.6075,1.2248
33,423,0.2052,0.0443,0.6903,1.1676
34,426,0.2020,0.0727,0.5661,1.2203
35,437,0.4756,0.3440,0.5694,1.0765
36,439,-0.2655,-0.4000,0.5884,1.2678
37,442,-0.0026,-0.1159,0.5021,1.2184
38,448,0.3191,0.1764,0.6169,1.1566
39,451,0.0451,-0.0826,0.5601,1.2277
40,454,-0.0140,-0.1472,0.5809,1.2088
41,456,0.0426,-0.0692,0.4941,1.1719
42,459,0.1786,0.0576,0.5314,1.1807
43,464,0.1580,0.0201,0.5962,1.1107
44,466,-0.1583,-0.2588,0.4489,1.1680
45,468,0.1245,0.0616,0.2986,1.1791
46,471,0.3235,0.1294,0.8213,1.1166
47,473,0.1190,0.0146,0.4632,1.1476
48,475,0.0186,-0.1057,0.5436,1.1577
49,478,0.2585,0.1043,0.6612,1.1110
50,482,0.3116,0.1168,0.8236,1.1114
51,484,0.2325,0.0546,0.7543,1.0651
52,486,-0.0446,-0.1423,0.4362,1.1379
53,489,0.2481,0.0594,0.7998,1.1205
54,492,0.2306,0.0685,0.6929,1.1089
55,495,0.1593,0.0412,0.5134,1.0270
56,498,0.0464,-0.0927,0.5993,1.0755
57,501,0.2713,0.0396,0.9656,0.9647
58,503,0.2135,0.0564,0.6698,1.0424
59,505,-0.0272,-0.1178,0.4042,1.0445
60,507,0.0146,-0.0576,0.3290,1.0058
61,510,0.3683,0.1656,0.8432,0.8097
62,512,-0.0922,-0.1608,0.3180,1.0849
63,515,0.4158,0.1748,1.0026,0.9625
64,517,0.1576,0.0396,0.5163,1.1042
65,519,-0.0529,-0.1646,0.4909,1.1044
66,521,0.0722,-0.0897,0.6877,1.0002
67,524,0.3695,0.1906,0.7558,1.0056
68,526,0.0813,-0.0001,0.3656,1.0061
69,529,0.2495,0.0545,0.8238,1.0916
70,531,0.1247,0.0103,0.5013,1.0877
71,533,0.0582,-0.0287,0.3897,1.0516
72,535,-0.0756,-0.1252,0.2407,1.0642
73,538,0.2920,0.1083,0.7774,1.0649
74,540,0.0667,0.0041,0.2931,1.0677
75,543,0.2341,0.0627,0.7283,1.0688
76,545,0.1667,0.0089,0.6725,1.0344
77,547,0.0956,0.0016,0.4184,1.0549
78,549,-0.0664,-0.1524,0.3859,1.0528
79,551,-0.1161,-0.1813,0.3037,1.0746
80,553,0.2476,0.1924,0.2546,0.8448
81,555,-0.0166,-0.0567,0.2023,1.0460
82,557,0.0681,0.0032,0.2986,0.9756
83,561,0.4590,0.2204,0.9956,1.0278
84,563,0.0517,-0.1077,0.6797,1.0482
85,567,0.2492,0.0485,0.8377,0.8729
86,569,0.0457,-0.0979,0.6136,0.9856
87,571,0.0250,-0.0809,0.4652,1.0416
88,573,-0.0170,-0.0870,0.3219,1.0456
89,575,-0.0048,-0.0485,0.2173,1.0586
90,577,0.0030,-0.0547,0.2665,0.8977
91,579,0.0872,0.0126,0.3415,1.0787
92,581,0.1163,0.0331,0.3757,1.0716
93,583,0.3526,0.1685,0.7767,1.0090
94,587,0.2163,-0.0052,0.9260,0.9976
95,589,-0.0288,-0.1066,0.3538,1.0592
96,592,0.2202,0.0806,0.5925,0.8552
97,596,0.3709,0.2246,0.6225,0.9246
98,598,-0.0873,-0.1572,0.3177,0.9552
99,600,-0.0738,-0.1309,0.2700,1.0451
100,602,0.1480,-0.0089,0.6665,0.9712
101,604,0.0140,-0.0342,0.2236,0.7695
102,607,0.1344,0.0349,0.4308,0.8263
103,609,0.0338,-0.0821,0.5017,0.9506
104,612,0.2537,0.1156,0.5933,1.0205
105,614,0.1595,-0.0125,0.7252,0.9403
106,619,0.3046,0.1125,0.8068,0.9586
107,621,-0.0833,-0.1911,0.4702,0.9818
108,623,0.0729,-0.0471,0.5123,0.8058
109,625,0.0146,-0.0349,0.2381,1.0113
110,627,-0.0365,-0.0591,0.1265,0.9036
111,629,0.0187,-0.0140,0.1683,0.9406
112,631,0.2099,0.0950,0.4995,1.0035
113,633,0.0866,0.0386,0.2306,0.9653
114,635,0.0501,-0.0631,0.4874,0.8625
115,637,0.1884,0.1461,0.2059,0.9131
116,639,0.2913,0.1358,0.6600,0.9508
117,642,0.0808,-0.0500,0.5578,0.8635
118,644,-0.0062,-0.0979,0.3998,0.8283
119,646,-0.1052,-0.1269,0.1254,0.9640
120,648,0.1787,0.1632,0.1041,1.0563
121,651,0.2307,0.1114,0.5130,0.8983
122,653,-0.1120,-0.1485,0.1852,0.9811
123,657,0.3193,0.1490,0.7208,0.9890
124,659,-0.0708,-0.1495,0.3556,1.0183
125,661,-0.0330,-0.0478,0.0961,0.9260
126,663,0.0360,0.0137,0.1303,1.0295
127,665,0.0917,0.0689,0.1321,1.0256
128,669,0.5103,0.2752,0.9767,0.9016
129,671,-0.0971,-0.1792,0.3696,1.0301
130,674,0.0708,-0.0506,0.5216,0.9040
131,676,-0.0174,-0.0489,0.1667,1.0163
