UpdateCycle,EpisodeAtUpdate,TotalLoss,ActorLoss,CriticLoss,Entropy
1,12,0.4100,-0.0432,0.9339,1.3734
2,23,0.4111,-0.0345,0.9188,1.3783
3,32,0.3183,-0.0252,0.7144,1.3728
4,43,0.5707,0.1704,0.8278,1.3628
5,51,0.2786,-0.1226,0.8289,1.3292
6,60,0.2527,0.0094,0.5128,1.3079
7,68,0.2075,-0.0155,0.4722,1.3120
8,77,0.6891,0.1223,1.1594,1.2934
9,85,0.2602,-0.0760,0.6980,1.2813
10,94,0.3054,0.0874,0.4620,1.3008
11,102,0.3327,-0.0637,0.8189,1.3030
12,111,0.3854,-0.0584,0.9137,1.3062
13,120,0.4679,0.1196,0.7220,1.2676
14,127,0.2944,0.0185,0.5768,1.2498
15,136,0.2315,-0.0055,0.4987,1.2379
16,141,0.4050,0.1316,0.5710,1.2060
17,147,0.3764,-0.1190,1.0135,1.1307
18,152,0.2678,-0.1102,0.7799,1.1940
19,158,0.4450,0.0654,0.7834,1.2164
20,165,0.1794,-0.0340,0.4509,1.2009
21,170,0.2476,-0.0023,0.5229,1.1564
22,174,0.4640,0.0578,0.8350,1.1277
23,176,0.2008,-0.0642,0.5536,1.1833
24,180,0.1210,-0.1061,0.4760,1.0805
25,185,0.3091,0.0422,0.5573,1.1751
26,190,0.0610,-0.0244,0.1947,1.1959
27,197,0.1258,0.0340,0.2075,1.2025
28,203,0.2830,0.1226,0.3440,1.1580
29,207,0.0131,-0.9096,1.8686,1.1615
30,208,-0.2426,-0.7905,1.1204,1.2367
31,211,0.6888,0.1579,1.0864,1.2228
32,215,0.5411,0.1712,0.7625,1.1327
33,217,0.2027,-0.1415,0.7125,1.2042
34,218,0.0094,-0.3440,0.7309,1.2088
35,223,0.8088,0.4066,0.8266,1.1157
36,226,0.3004,0.0832,0.4556,1.0618
37,230,0.1481,-0.0157,0.3500,1.1181
38,231,0.0098,-0.4767,0.9969,1.1938
39,236,0.7712,0.4611,0.6425,1.1200
40,238,0.0823,-0.2188,0.6242,1.0945
41,239,0.3097,-0.0762,0.7949,1.1536
42,241,0.3735,0.0349,0.6991,1.0953
43,245,0.5046,0.1600,0.7096,1.0281
44,246,0.1179,-0.4731,1.2024,1.0157
45,251,0.4907,0.2025,0.5977,1.0606
46,257,0.4330,0.0133,0.8606,1.0647
47,260,0.3471,-0.0161,0.7463,0.9984
48,264,0.2820,0.0120,0.5550,0.7589
49,267,0.0940,-0.0973,0.4026,1.0009
50,270,0.0953,-0.0112,0.2310,0.9079
51,271,0.5449,0.2449,0.6189,0.9489
52,275,0.5361,0.0922,0.9082,1.0117
53,279,0.2734,-0.2004,0.9637,0.7980
54,280,0.3990,0.0164,0.7773,0.6001
55,282,-0.0020,-0.1508,0.3153,0.8777
56,285,0.4908,0.2247,0.5534,1.0595
57,287,0.2133,-0.0479,0.5381,0.7769
58,290,0.0806,-0.0717,0.3227,0.8968
59,292,0.2594,-0.0610,0.6571,0.8204
60,296,0.3788,-0.0003,0.7759,0.8829
61,299,0.2112,0.0558,0.3308,1.0019
