Episode,Reward,Length,SmoothedLengthEMA
212,-83.5030,76,104.7521
213,-113.1102,99,104.4645
214,-34.6399,140,106.2412
215,-204.0610,97,105.7792
216,28.7458,106,105.7902
217,-165.0736,153,108.1507
218,-59.2422,84,106.9432
219,-149.1671,135,108.3460
220,-93.2291,144,110.1287
221,-63.4777,117,110.4723
222,-83.2056,111,110.4987
223,-37.3532,93,109.6237
224,-216.1892,96,108.9425
225,-66.0810,141,110.5454
226,-68.3829,81,109.0681
227,-98.6801,138,110.5147
228,-194.4217,90,109.4890
229,-56.8651,91,108.5646
230,-118.0726,117,108.9863
231,-74.1966,146,110.8370
232,-85.4951,134,111.9952
233,-220.8318,123,112.5454
234,-42.2904,140,113.9181
235,-89.6904,102,113.3222
236,-90.4831,110,113.1561
237,-40.4088,103,112.6483
238,-103.9721,120,113.0159
239,-231.4022,132,113.9651
240,-245.8767,112,113.8668
241,-99.9548,82,112.2735
242,-215.0267,155,114.4098
243,-232.8771,146,115.9893
244,-56.4255,82,114.2899
245,-414.1507,129,115.0254
246,-81.5108,101,114.3241
247,-188.3004,112,114.2079
248,-82.9231,101,113.5475
249,-33.3812,127,114.2201
250,-41.6883,176,117.3091
251,-246.0955,141,118.4937
252,-140.5828,112,118.1690
253,-105.0361,132,118.8605
254,-56.6079,112,118.5175
255,-18.5141,90,117.0916
256,-101.1417,117,117.0871
257,-75.1027,99,116.1827
258,-245.3900,138,117.2736
259,-45.1201,145,118.6599
260,-52.3118,98,117.6269
261,-21.4208,143,118.8955
262,-274.2784,111,118.5008
263,-9.4668,79,116.5257
264,-30.8875,91,115.2494
265,20.4603,88,113.8870
266,-83.7295,95,112.9426
267,7.3448,159,115.2455
268,24.8309,134,116.1832
269,-14.7672,108,115.7741
270,-76.6159,94,114.6854
271,4.8928,1000,158.9511
272,-55.8285,158,158.9035
273,-221.2700,101,156.0084
274,-150.7824,158,156.1079
275,-80.8023,118,154.2025
276,-77.5268,137,153.3424
277,-115.6105,97,150.5253
278,-52.3684,93,147.6490
279,-330.4069,108,145.6666
280,-48.4854,121,144.4332
281,-107.5676,105,142.4616
282,-68.2766,111,140.8885
283,-59.7107,85,138.0941
284,-47.8196,133,137.8394
285,-119.9283,126,137.2474
286,-47.8868,95,135.1350
287,-310.0679,159,136.3283
288,-47.1047,144,136.7119
289,-80.0321,96,134.6763
290,-114.2966,105,133.1925
291,-97.1037,161,134.5828
292,-46.7565,1000,177.8537
293,-68.8892,95,173.7110
294,-60.0027,122,171.1255
295,-131.5055,122,168.6692
296,-80.7142,110,165.7357
297,-64.3429,166,165.7489
298,-68.7645,115,163.2115
299,-91.4552,145,162.3009
300,-58.5242,130,160.6859
301,-53.7763,77,156.5016
302,-111.2061,99,153.6265
303,-136.9705,97,150.7952
304,-51.4977,91,147.8054
305,-41.7506,136,147.2151
306,-83.2298,120,145.8544
307,-58.9176,95,143.3117
308,-87.6248,93,140.7961
309,-38.9658,111,139.3063
310,-71.0815,132,138.9410
311,-66.1635,88,136.3939
312,7.1130,103,134.7242
313,-97.1791,94,132.6880
314,-63.0741,85,130.3036
315,-51.2934,158,131.6884
316,-63.4315,95,129.8540
317,-37.3827,75,127.1113
318,-101.2466,129,127.2057
319,-84.6569,176,129.6455
320,-10.9476,95,127.9132
321,-81.2261,107,126.8675
322,-33.2656,153,128.1741
323,-56.9239,146,129.0654
324,-88.7503,152,130.2122
325,-54.4880,135,130.4516
326,-54.7865,114,129.6290
327,-73.8654,100,128.1475
328,-50.4643,80,125.7402
329,-71.0165,128,125.8531
330,-42.8178,119,125.5105
331,41.1834,118,125.1350
332,-125.4109,124,125.0782
333,-60.0065,167,127.1743
334,-191.3161,173,129.4656
335,-32.0288,158,130.8923
336,-50.5300,89,128.7977
